name,place_id,address,suburb,postcode,state,lat,lng,phone,website,google_maps_url,rating,user_ratings_total,price_level,opening_hours,types,opening_year,opening_month,first_review_date,independent_flag,pos_hint,notes
Hope's Café,ChIJ10jpZOHLsGoR99V6cn7uVGA,"243 The Parade, Beulah Park SA 5067, Australia",Beulah Park,5067,SA,-34.9207748,138.6420818,,,https://www.google.com/maps/place/?q=place_id:ChIJ10jpZOHLsGoR99V6cn7uVGA,4.6,62.0,1.0,Monday: Closed | Tuesday: Closed | Wednesday: 10:00 AM – 2:30 PM | Thursday: 10:00 AM – 2:30 PM | Friday: 10:00 AM – 2:30 PM | Saturday: Closed | Sunday: Closed,"cafe, establishment, food, point_of_interest",2019.0,7.0,2019-07-02 10:00:34,Unknown,Unknown,
Hidden Leaf Cafe,ChIJZVFEAtTLsGoRC4kQoRfZWDU,"5/45 Clairville Rd, Campbelltown SA 5074, Australia",Campbelltown,5074,SA,-34.8841342,138.6646606,,,https://www.google.com/maps/place/?q=place_id:ChIJZVFEAtTLsGoRC4kQoRfZWDU,4.6,239.0,,Monday: Closed | Tuesday: Closed | Wednesday: 8:00 AM – 2:30 PM | Thursday: 8:00 AM – 2:30 PM | Friday: 8:00 AM – 2:30 PM | Saturday: 9:00 AM – 2:00 PM | Sunday: 9:00 AM – 2:00 PM,"cafe, establishment, food, point_of_interest",2025.0,11.0,2025-11-26 03:28:12,Unknown,Unknown,
The Coffee Club West Lakes,ChIJb4ZxBoLFsGoRNhktFi6sdaA,"Westfield Shopping Centre, Kiosk K01/111 W Lakes Blvd, West Lakes SA 5021, Australia",West Lakes,5021,SA,-34.879848,138.4907995,(08) 9068 5002,https://coffeeclub.com.au/pages/store-details?country=Australia&name=west-lakes,https://www.google.com/maps/place/?q=place_id:ChIJb4ZxBoLFsGoRNhktFi6sdaA,4.3,140.0,2.0,Monday: 8:00 AM – 5:30 PM | Tuesday: 8:00 AM – 5:30 PM | Wednesday: 8:00 AM – 5:30 PM | Thursday: 8:00 AM – 5:30 PM | Friday: 8:00 AM – 5:30 PM | Saturday: 8:00 AM – 5:00 PM | Sunday: 9:00 AM – 5:00 PM,"cafe, establishment, food, point_of_interest",2024.0,6.0,2024-06-06 13:03:47,Unknown,Unknown,
Cafe de Grove,ChIJyblreS6zsGoRy94InBZffs0,"1150 Golden Grove Rd, Golden Grove SA 5125, Australia",Golden Grove,5125,SA,-34.7881085,138.7138305,(08) 8251 9933,https://gardengrove.com.au/home/cafe/,https://www.google.com/maps/place/?q=place_id:ChIJyblreS6zsGoRy94InBZffs0,4.1,130.0,2.0,Monday: 7:30 AM – 4:00 PM | Tuesday: 7:30 AM – 4:00 PM | Wednesday: 7:30 AM – 4:00 PM | Thursday: 7:30 AM – 4:00 PM | Friday: 7:30 AM – 4:00 PM | Saturday: 7:30 AM – 4:00 PM | Sunday: 9:00 AM – 4:00 PM,"cafe, establishment, food, point_of_interest, restaurant, store",2023.0,8.0,2023-08-25 03:08:53,Unknown,Unknown,
Seven Grounds,ChIJtY_EdxTJsGoR8aP_5k2E4Mk,"Unit 1/28a Hawker St, Brompton SA 5007, Australia",Brompton,5007,SA,-34.8999383,138.5800525,,http://www.sevengrounds.com.au/,https://www.google.com/maps/place/?q=place_id:ChIJtY_EdxTJsGoR8aP_5k2E4Mk,4.4,513.0,2.0,Monday: 7:00 AM – 3:00 PM | Tuesday: 7:00 AM – 3:00 PM | Wednesday: 7:00 AM – 3:00 PM | Thursday: 7:00 AM – 3:00 PM | Friday: 7:00 AM – 3:00 PM | Saturday: 8:00 AM – 2:00 PM | Sunday: 8:00 AM – 2:00 PM,"cafe, establishment, food, point_of_interest",2025.0,8.0,2025-08-05 01:56:27,Unknown,Unknown,
Half Cup Cafe,ChIJq2ykuKrFsGoRKpSlGOMhijE,"231 Sir Donald Bradman Dr, Cowandilla SA 5033, Australia",Cowandilla,5033,SA,-34.9327608,138.5570502,(08) 8451 7090,https://www.halfcup.com.au/,https://www.google.com/maps/place/?q=place_id:ChIJq2ykuKrFsGoRKpSlGOMhijE,4.8,663.0,,Monday: Closed | Tuesday: 6:30 AM – 2:00 PM | Wednesday: 6:30 AM – 2:00 PM | Thursday: 6:30 AM – 2:00 PM | Friday: 6:30 AM – 2:00 PM | Saturday: 7:00 AM – 2:00 PM | Sunday: 7:00 AM – 2:00 PM,"cafe, establishment, food, point_of_interest, restaurant, store",2025.0,11.0,2025-11-11 23:30:05,Unknown,Unknown,
Mitico Coffee,ChIJRUvNAujPsGoRX-J9ppgOJIo,"23 Charles St, Adelaide SA 5000, Australia",Adelaide,5000,SA,-34.92214209999999,138.6034653,,http://miticopickup.com.au/,https://www.google.com/maps/place/?q=place_id:ChIJRUvNAujPsGoRX-J9ppgOJIo,4.8,109.0,,Monday: 7:00 AM – 4:00 PM | Tuesday: 7:00 AM – 4:00 PM | Wednesday: 7:00 AM – 4:00 PM | Thursday: 7:00 AM – 4:00 PM | Friday: 7:00 AM – 4:00 PM | Saturday: 8:00 AM – 3:00 PM | Sunday: 9:00 AM – 3:00 PM,"cafe, establishment, food, point_of_interest, store",2025.0,11.0,2025-11-26 23:21:16,Unknown,Unknown,
Cibo Espresso,ChIJAf4NDhvbsGoR8H9i0SEtMs0,"15 Moseley Sq, Glenelg SA 5045, Australia",Glenelg,5045,SA,-34.980074,138.5122023,(08) 8376 0400,http://www.ciboespresso.com.au/,https://www.google.com/maps/place/?q=place_id:ChIJAf4NDhvbsGoR8H9i0SEtMs0,4.1,558.0,2.0,Monday: 6:30 AM – 6:00 PM | Tuesday: 6:30 AM – 6:00 PM | Wednesday: 6:30 AM – 6:00 PM | Thursday: 6:30 AM – 6:00 PM | Friday: 6:30 AM – 6:00 PM | Saturday: 6:30 AM – 6:00 PM | Sunday: 7:00 AM – 6:00 PM,"cafe, establishment, food, point_of_interest, restaurant, store",2024.0,4.0,2024-04-11 03:24:30,Unknown,Unknown,
Coffylosophy,ChIJTbr99MXOsGoReaG9JZ3jeME,"198A Hutt St, Adelaide SA 5000, Australia",Adelaide,5000,SA,-34.93213,138.612513,(08) 8227 1860,http://www.coffylosophy.com.au/,https://www.google.com/maps/place/?q=place_id:ChIJTbr99MXOsGoReaG9JZ3jeME,4.5,867.0,2.0,Monday: 7:00 AM – 2:30 PM | Tuesday: 7:00 AM – 2:30 PM | Wednesday: 7:00 AM – 2:30 PM | Thursday: 7:00 AM – 2:30 PM | Friday: 7:00 AM – 2:30 PM | Saturday: 7:00 AM – 2:00 PM | Sunday: 7:00 AM – 2:00 PM,"cafe, establishment, food, point_of_interest, restaurant, store",2025.0,10.0,2025-10-02 23:21:07,Unknown,Unknown,
Summit Cafe,ChIJ7epSHQDPsGoReAtJEsMqFow,"25 Naldera St, Glandore SA 5037, Australia",Glandore,5037,SA,-34.9644014,138.5657987,,https://www.marion.sa.gov.au/things-to-do/summit-cafe-glandore,https://www.google.com/maps/place/?q=place_id:ChIJ7epSHQDPsGoReAtJEsMqFow,5.0,13.0,,Monday: Closed | Tuesday: 9:00 AM – 3:00 PM | Wednesday: 9:00 AM – 3:00 PM | Thursday: 9:00 AM – 3:00 PM | Friday: 9:00 AM – 3:00 PM | Saturday: Closed | Sunday: Closed,"cafe, establishment, food, point_of_interest, store",2024.0,4.0,2024-04-11 04:26:14,Unknown,Unknown,
C Coffee West Beach,ChIJb07Tn1LFsGoRECB7MRT8DtM,"89 Military Rd, West Beach SA 5024, Australia",West Beach,5024,SA,-34.937329,138.5012272,,https://www.ontherun.com.au/c-coffee/,https://www.google.com/maps/place/?q=place_id:ChIJb07Tn1LFsGoRECB7MRT8DtM,,,,Monday: Open 24 hours | Tuesday: Open 24 hours | Wednesday: Open 24 hours | Thursday: Open 24 hours | Friday: Open 24 hours | Saturday: Open 24 hours | Sunday: Open 24 hours,"cafe, establishment, food, point_of_interest, store",,,,Unknown,Unknown,
Coffee & Dreams,ChIJ35MG7ofPsGoRf8k1p481Hds,"263 Gouger St, Adelaide SA 5000, Australia",Adelaide,5000,SA,-34.9309241,138.5895558,0452 297 844,https://www.coffeeanddreams.com.au/,https://www.google.com/maps/place/?q=place_id:ChIJ35MG7ofPsGoRf8k1p481Hds,4.7,75.0,,Monday: 8:00 AM – 3:00 PM | Tuesday: 8:00 AM – 3:00 PM | Wednesday: 8:00 AM – 3:00 PM | Thursday: 8:00 AM – 3:00 PM | Friday: 8:00 AM – 3:00 PM | Saturday: Closed | Sunday: Closed,"bakery, cafe, establishment, food, point_of_interest, restaurant, store",2023.0,8.0,2023-08-29 00:21:05,Unknown,Unknown,
D.OSE,ChIJzee25H_asGoR5eA5cUGUFQA,"808 Marion Rd, Marion SA 5043, Australia",Marion,5043,SA,-35.0104958,138.5581223,0423 722 268,http://www.oldschoolespresso.com.au/,https://www.google.com/maps/place/?q=place_id:ChIJzee25H_asGoR5eA5cUGUFQA,4.9,344.0,2.0,Monday: 6:00 AM – 2:00 PM | Tuesday: 6:00 AM – 2:00 PM | Wednesday: 6:00 AM – 2:00 PM | Thursday: 6:00 AM – 2:00 PM | Friday: 6:00 AM – 2:00 PM | Saturday: 6:00 AM – 2:00 PM | Sunday: 8:00 AM – 2:00 PM,"cafe, establishment, food, point_of_interest, store",2025.0,2.0,2025-02-01 02:33:31,Unknown,Unknown,
Kozy Breeze,ChIJeRl7zO21sGoRrVjb9IZI16k,"575 North East Road, Gilles Plains SA 5086, Australia",Gilles Plains,5086,SA,-34.8555806,138.6548134,(08) 8369 1853,https://www.kozy-breeze.com.au/,https://www.google.com/maps/place/?q=place_id:ChIJeRl7zO21sGoRrVjb9IZI16k,4.2,263.0,,Monday: 7:30 AM – 5:00 PM | Tuesday: 7:30 AM – 5:00 PM | Wednesday: 7:30 AM – 5:00 PM | Thursday: 7:30 AM – 5:00 PM | Friday: 7:30 AM – 5:00 PM | Saturday: 7:30 AM – 5:00 PM | Sunday: 8:30 AM – 5:00 PM,"cafe, establishment, food, point_of_interest, restaurant, store",2022.0,8.0,2022-08-13 21:42:00,Unknown,Unknown,
Café Bang Bang,ChIJ4YMMtSnPsGoRPEyp3OhopRs,"53 Hindley St, Adelaide SA 5000, Australia",Adelaide,5000,SA,-34.9233261,138.5973437,,https://www.facebook.com/pages/Cafe-Bang-Bang/917317181684405,https://www.google.com/maps/place/?q=place_id:ChIJ4YMMtSnPsGoRPEyp3OhopRs,4.2,964.0,2.0,Monday: 7:00 AM – 6:00 PM | Tuesday: 7:00 AM – 6:00 PM | Wednesday: 7:00 AM – 6:00 PM | Thursday: 7:00 AM – 6:00 PM | Friday: 7:00 AM – 6:00 PM | Saturday: 7:00 AM – 3:00 PM | Sunday: 7:00 AM – 3:00 PM,"cafe, establishment, food, point_of_interest, restaurant, store",2026.0,1.0,2026-01-02 02:47:54,Unknown,Unknown,
Bake & Brew Cafe,ChIJdVJndO20sGoRr4XaCkXZsIk,"TTG CIVIC CENTRE, 571 Montague Rd, Modbury SA 5092, Australia",Modbury,5092,SA,-34.8285497,138.6897663,(08) 8397 7383,https://www.facebook.com/bakeandbrewcafemodbury/,https://www.google.com/maps/place/?q=place_id:ChIJdVJndO20sGoRr4XaCkXZsIk,4.2,29.0,,Monday: 9:00 AM – 3:00 PM | Tuesday: 9:00 AM – 3:00 PM | Wednesday: 9:00 AM – 3:00 PM | Thursday: 9:00 AM – 3:00 PM | Friday: 9:00 AM – 3:00 PM | Saturday: Closed | Sunday: Closed,"cafe, establishment, food, point_of_interest, restaurant, store",2021.0,11.0,2021-11-11 04:59:10,Unknown,Unknown,
Indigo Espresso Cafe,ChIJq0NGhUG1sGoRGfOH7fMA4I4,"shopping centre, 320 Gorge Rd, Athelstone SA 5076, Australia",Athelstone,5076,SA,-34.8710464,138.70134,0468 875 245,https://indigoespressocafe.com/,https://www.google.com/maps/place/?q=place_id:ChIJq0NGhUG1sGoRGfOH7fMA4I4,4.8,135.0,,Monday: 8:30 AM – 5:00 PM | Tuesday: 8:30 AM – 5:00 PM | Wednesday: 8:30 AM – 5:00 PM | Thursday: 8:30 AM – 5:00 PM | Friday: 8:30 AM – 5:00 PM | Saturday: 8:30 AM – 5:00 PM | Sunday: Closed,"cafe, establishment, food, point_of_interest, restaurant, store",2023.0,5.0,2023-05-31 13:36:17,Unknown,Unknown,
Frenchie & Co,ChIJQaRM2sZNt2oRD-eHUmbJ8no,"Unit 4/63 Hamilton Rd, Fairview Park SA 5126, Australia",Fairview Park,5126,SA,-34.7995009,138.7298041,(08) 8251 2574,http://www.frenchieandco.com.au/,https://www.google.com/maps/place/?q=place_id:ChIJQaRM2sZNt2oRD-eHUmbJ8no,4.7,194.0,2.0,Monday: 9:00 AM – 3:00 PM | Tuesday: 9:00 AM – 3:00 PM | Wednesday: 9:00 AM – 3:00 PM | Thursday: 9:00 AM – 3:00 PM | Friday: 9:00 AM – 3:00 PM | Saturday: Closed | Sunday: Closed,"cafe, establishment, food, point_of_interest, restaurant, store",2024.0,6.0,2024-06-02 16:36:29,Unknown,Unknown,
Little Institute Cafe - Breakfast & Lunch,ChIJQ6-_h_DPsGoRlJ587cEUPck,"4 Kensington Rd, Rose Park SA 5067, Australia",Rose Park,5067,SA,-34.9280178,138.6247564,(08) 8364 7144,http://www.littleinstitutecafe.com.au/,https://www.google.com/maps/place/?q=place_id:ChIJQ6-_h_DPsGoRlJ587cEUPck,4.9,173.0,,Monday: 7:30 AM – 2:30 PM | Tuesday: 7:30 AM – 2:30 PM | Wednesday: 7:30 AM – 2:30 PM | Thursday: 7:30 AM – 2:30 PM | Friday: 7:30 AM – 2:30 PM | Saturday: 8:00 AM – 1:30 PM | Sunday: Closed,"cafe, establishment, food, point_of_interest",2025.0,8.0,2025-08-08 00:34:20,Unknown,Unknown,
Yolk Café,ChIJv6GkCjzJsGoR8TtIZxyX-Fk,"42 North East Road, Walkerville SA 5081, Australia",Walkerville,5081,SA,-34.8892754,138.613921,(08) 8344 9303,https://yolk.cafe/,https://www.google.com/maps/place/?q=place_id:ChIJv6GkCjzJsGoR8TtIZxyX-Fk,4.4,828.0,2.0,Monday: 7:00 AM – 2:30 PM | Tuesday: 7:00 AM – 2:30 PM | Wednesday: 7:00 AM – 2:30 PM | Thursday: 7:00 AM – 2:30 PM | Friday: 7:00 AM – 2:30 PM | Saturday: 7:00 AM – 2:30 PM | Sunday: 8:00 AM – 2:30 PM,"cafe, establishment, food, point_of_interest",2025.0,10.0,2025-10-21 09:09:17,Unknown,Unknown,
Penny University Café,ChIJC2-uhNLOsGoR06GreqrGK6E,"1/7 Union St, Adelaide SA 5000, Australia",Adelaide,5000,SA,-34.9227595,138.6084965,(08) 8227 2772,https://pennyuniversitycafe.com.au/,https://www.google.com/maps/place/?q=place_id:ChIJC2-uhNLOsGoR06GreqrGK6E,4.8,257.0,2.0,Monday: 7:00 AM – 2:30 PM | Tuesday: 7:00 AM – 2:30 PM | Wednesday: 7:00 AM – 2:30 PM | Thursday: 7:00 AM – 2:30 PM | Friday: 7:00 AM – 2:30 PM | Saturday: 7:30 AM – 12:00 PM | Sunday: Closed,"cafe, establishment, food, point_of_interest, restaurant, store",2025.0,7.0,2025-07-30 06:06:02,Unknown,Unknown,
Handsome Max,ChIJ_WFKQADbsGoRVqN5JFAmALY,"37 Maxwell Terrace, Glenelg East SA 5045, Australia",Glenelg East,5045,SA,-34.9798348,138.5287658,83495674,https://handsomemax.com.au/,https://www.google.com/maps/place/?q=place_id:ChIJ_WFKQADbsGoRVqN5JFAmALY,4.5,38.0,,Monday: 7:30 AM – 3:00 PM | Tuesday: 7:30 AM – 3:00 PM | Wednesday: 7:30 AM – 3:00 PM | Thursday: 7:30 AM – 4:00 PM | Friday: 7:30 AM – 8:30 PM | Saturday: 7:29 AM – 4:00 PM | Sunday: 7:29 AM – 3:00 PM,"cafe, establishment, food, point_of_interest, store",2025.0,10.0,2025-10-05 08:09:01,Unknown,Unknown,
Closer,ChIJnTwEdwbbsGoRUqpdAzww1pA,"1B Rose St, Glenelg SA 5045, Australia",Glenelg,5045,SA,-34.9797958,138.5188206,(08) 8294 2525,,https://www.google.com/maps/place/?q=place_id:ChIJnTwEdwbbsGoRUqpdAzww1pA,4.9,23.0,,Monday: Closed | Tuesday: 7:00 AM – 4:00 PM | Wednesday: 7:00 AM – 4:00 PM | Thursday: 7:00 AM – 4:00 PM | Friday: 7:00 AM – 4:00 PM | Saturday: 7:00 AM – 3:00 PM | Sunday: Closed,"cafe, establishment, food, point_of_interest",2023.0,9.0,2023-09-21 10:38:27,Unknown,Unknown,
Gloria Jean's Glenelg,ChIJOS51RRzbsGoR-cgcCY8hq4c,"63 Jetty Rd, Glenelg SA 5045, Australia",Glenelg,5045,SA,-34.980131,138.515533,(08) 8350 9774,https://www.gloriajeans.com.au/?utm_source=google&utm_medium=organic&utm_campaign=Google+My+Business&utm_content=Gloria+Jean's+Coffees+Glenelg&utm_term=plcid_10301356356953725417,https://www.google.com/maps/place/?q=place_id:ChIJOS51RRzbsGoR-cgcCY8hq4c,3.7,380.0,2.0,Monday: 7:00 AM – 6:00 PM | Tuesday: 7:00 AM – 6:00 PM | Wednesday: 7:00 AM – 6:00 PM | Thursday: 7:00 AM – 6:00 PM | Friday: 7:00 AM – 6:00 PM | Saturday: 8:00 AM – 6:00 PM | Sunday: 8:00 AM – 6:00 PM,"cafe, establishment, food, point_of_interest, store",2022.0,10.0,2022-10-21 02:24:52,Unknown,Unknown,
Cibo Espresso,ChIJCw6yK-y0sGoRaM-psskUtzg,"6/972-976 North East Road, Level 2, Kiosk 6 Westfield TTP, Modbury SA 5092, Australia",Modbury,5092,SA,-34.8317866,138.6913513,(08) 8263 6510,http://www.ciboespresso.com.au/,https://www.google.com/maps/place/?q=place_id:ChIJCw6yK-y0sGoRaM-psskUtzg,3.9,277.0,2.0,Monday: 7:00 AM – 5:30 PM | Tuesday: 7:00 AM – 4:30 PM | Wednesday: 7:00 AM – 5:30 PM | Thursday: 7:00 AM – 8:30 PM | Friday: 7:00 AM – 5:30 PM | Saturday: 7:30 AM – 5:00 PM | Sunday: 11:00 AM – 5:00 PM,"cafe, establishment, food, point_of_interest, restaurant, store",2021.0,12.0,2021-12-17 05:24:53,Unknown,Unknown,
Elementary coffee Torrensville,ChIJEdMxwSjPsGoRmpx3VKziEJc,"2 Jervois St, Torrensville SA 5031, Australia",Torrensville,5031,SA,-34.9235443,138.5613382,,http://elementarycoffee.com.au/,https://www.google.com/maps/place/?q=place_id:ChIJEdMxwSjPsGoRmpx3VKziEJc,4.5,164.0,,Monday: 8:00 AM – 1:30 PM | Tuesday: 8:00 AM – 1:30 PM | Wednesday: 8:00 AM – 1:30 PM | Thursday: 8:00 AM – 1:30 PM | Friday: 8:00 AM – 1:30 PM | Saturday: 8:00 AM – 1:30 PM | Sunday: 8:00 AM – 1:30 PM,"cafe, establishment, food, point_of_interest, store",2023.0,7.0,2023-07-31 11:56:28,Unknown,Unknown,
Commune 1,ChIJh0rgKizEsGoRF1zQaPwLv2Q,"231 Tapleys Hill Rd, Seaton SA 5023, Australia",Seaton,5023,SA,-34.888599,138.5136738,0478 761 229,,https://www.google.com/maps/place/?q=place_id:ChIJh0rgKizEsGoRF1zQaPwLv2Q,4.7,407.0,2.0,Monday: 7:30 AM – 3:00 PM | Tuesday: 7:30 AM – 3:00 PM | Wednesday: 7:30 AM – 3:00 PM | Thursday: 7:30 AM – 3:00 PM | Friday: 7:30 AM – 9:00 PM | Saturday: 7:30 AM – 9:00 PM | Sunday: 8:00 AM – 3:00 PM,"cafe, establishment, food, point_of_interest, restaurant, store",2024.0,9.0,2024-09-13 23:40:16,Unknown,Unknown,
Green options,ChIJH60SSwDHsGoRvR_9x5As2F4,"470 Torrens Rd, Kilkenny SA 5009, Australia",Kilkenny,5009,SA,-34.8740463,138.5494792,,,https://www.google.com/maps/place/?q=place_id:ChIJH60SSwDHsGoRvR_9x5As2F4,4.6,44.0,,Monday: 7:00 AM – 5:00 PM | Tuesday: 7:00 AM – 5:00 PM | Wednesday: 7:00 AM – 5:00 PM | Thursday: 7:00 AM – 7:00 PM | Friday: 7:00 AM – 5:00 PM | Saturday: 8:30 AM – 5:00 PM | Sunday: 8:30 AM – 5:00 PM,"cafe, establishment, food, point_of_interest, store",2024.0,8.0,2024-08-15 07:13:29,Unknown,Unknown,
Coffee Hub,ChIJHd0pu7q1sGoRngvQuLKYcEc,"1244 North East Road, St Agnes SA 5097, Australia",Saint Agnes,5097,SA,-34.8214528,138.7172384,(08) 8263 5553,https://stagnesshoppingcentre.com.au/coffeehubstagnes/,https://www.google.com/maps/place/?q=place_id:ChIJHd0pu7q1sGoRngvQuLKYcEc,3.6,35.0,,Monday: 7:00 AM – 5:00 PM | Tuesday: 7:00 AM – 5:00 PM | Wednesday: 7:00 AM – 5:00 PM | Thursday: 7:00 AM – 5:00 PM | Friday: 7:00 AM – 5:00 PM | Saturday: 7:00 AM – 4:30 PM | Sunday: Closed,"cafe, establishment, food, point_of_interest",2025.0,7.0,2025-07-13 21:55:13,Unknown,Unknown,
Friends with Florence,ChIJy62TW3XPsGoRh7t8U97Ze9k,"3 Wheaton Rd, Melrose Park SA 5039, Australia",Melrose Park,5039,SA,-34.9810401,138.5787533,,https://friendswithflorence.square.site/,https://www.google.com/maps/place/?q=place_id:ChIJy62TW3XPsGoRh7t8U97Ze9k,4.8,139.0,,Monday: 7:30 AM – 2:00 PM | Tuesday: 7:30 AM – 2:00 PM | Wednesday: 7:30 AM – 2:00 PM | Thursday: 7:30 AM – 2:00 PM | Friday: 7:30 AM – 2:00 PM | Saturday: 8:00 AM – 1:00 PM | Sunday: 8:00 AM – 1:00 PM,"cafe, establishment, food, point_of_interest, store",2025.0,3.0,2025-03-24 10:55:29,Unknown,Unknown,
Café Bonython,ChIJ5THq7TbPsGoRttdLBeUs1xQ,"Bonython Park, Port Rd, Adelaide SA 5000, Australia",Adelaide,5000,SA,-34.9159479,138.5819881,0416 488 996,https://cafebonython.com.au/,https://www.google.com/maps/place/?q=place_id:ChIJ5THq7TbPsGoRttdLBeUs1xQ,4.1,424.0,1.0,Monday: 9:00 AM – 2:00 PM | Tuesday: 9:00 AM – 2:00 PM | Wednesday: 9:00 AM – 2:00 PM | Thursday: 9:00 AM – 2:00 PM | Friday: 9:00 AM – 2:00 PM | Saturday: 9:00 AM – 4:00 PM | Sunday: 9:00 AM – 4:00 PM,"cafe, establishment, food, point_of_interest, restaurant, store",2025.0,5.0,2025-05-24 23:13:27,Unknown,Unknown,
Lakeside Cafe,ChIJl8FFI_u1sGoRY3nczi91kpQ,"69 Sir Ross Smith Blvd, Oakden SA 5086, Australia",Oakden,5086,SA,-34.85502,138.6457894,(08) 8266 1040,https://lakesidecafe.orderfeeds.com/,https://www.google.com/maps/place/?q=place_id:ChIJl8FFI_u1sGoRY3nczi91kpQ,4.0,909.0,2.0,Monday: 8:00 AM – 8:00 PM | Tuesday: 8:00 AM – 8:00 PM | Wednesday: 8:00 AM – 8:00 PM | Thursday: 8:00 AM – 8:00 PM | Friday: 8:00 AM – 9:00 PM | Saturday: 8:00 AM – 9:00 PM | Sunday: 8:00 AM – 8:00 PM,"cafe, establishment, food, meal_delivery, meal_takeaway, point_of_interest, restaurant, store",2025.0,3.0,2025-03-29 02:35:36,Unknown,Unknown,
Queen Street cafe.,ChIJMZR5v67IsGoRrW87aDYRLio,"12 Elizabeth St, Croydon SA 5008, Australia",Croydon,5008,SA,-34.8969015,138.5651219,0424 099 592,https://www.facebook.com/Queen-Street-Cafe-160196257345095/,https://www.google.com/maps/place/?q=place_id:ChIJMZR5v67IsGoRrW87aDYRLio,4.6,573.0,2.0,Monday: 8:00 AM – 3:30 PM | Tuesday: 8:00 AM – 3:30 PM | Wednesday: 8:00 AM – 3:30 PM | Thursday: 8:00 AM – 3:30 PM | Friday: 8:00 AM – 3:30 PM | Saturday: 8:00 AM – 3:30 PM | Sunday: 8:00 AM – 3:30 PM,"cafe, establishment, food, point_of_interest, restaurant, store",2022.0,6.0,2022-06-13 00:59:59,Unknown,Unknown,
I Have Time Coffee Shop,ChIJj0zYcs_PsGoRyujI68m53ko,"23A King William Rd, Unley SA 5061, Australia",Unley,5061,SA,-34.9433121,138.5998201,0493 042 362,https://sites.google.com/view/i-have-time-unley/home,https://www.google.com/maps/place/?q=place_id:ChIJj0zYcs_PsGoRyujI68m53ko,4.8,86.0,,Monday: 7:00 AM – 1:00 PM | Tuesday: 7:00 AM – 2:00 PM | Wednesday: 7:00 AM – 2:00 PM | Thursday: 7:00 AM – 2:00 PM | Friday: 7:00 AM – 2:00 PM | Saturday: Closed | Sunday: Closed,"cafe, establishment, food, point_of_interest, store",2025.0,10.0,2025-10-28 21:32:23,Unknown,Unknown,
INC Cafe,ChIJwwa3Ue_bsGoR7PUpm-M-QTE,"Jack Fox Dr, Brighton SA 5048, Australia",Brighton,5048,SA,-35.0052805,138.5137927,(08) 8422 6205,https://mindainc.com.au/your-services/inc-cafe,https://www.google.com/maps/place/?q=place_id:ChIJwwa3Ue_bsGoR7PUpm-M-QTE,4.5,173.0,2.0,Monday: 8:00 AM – 3:00 PM | Tuesday: 8:00 AM – 3:00 PM | Wednesday: 8:00 AM – 3:00 PM | Thursday: 8:00 AM – 3:00 PM | Friday: 8:00 AM – 6:00 PM | Saturday: Closed | Sunday: Closed,"cafe, establishment, food, point_of_interest",2019.0,8.0,2019-08-31 23:52:24,Unknown,Unknown,
It Takes A Village,ChIJ1daxikPRsGoRFiknThPUdUw,"46 Towers Terrace, Edwardstown SA 5039, Australia",Edwardstown,5039,SA,-34.9771276,138.5647406,,,https://www.google.com/maps/place/?q=place_id:ChIJ1daxikPRsGoRFiknThPUdUw,4.7,195.0,,Monday: 7:00 AM – 2:00 PM | Tuesday: 7:00 AM – 2:00 PM | Wednesday: 7:00 AM – 2:00 PM | Thursday: 7:00 AM – 2:00 PM | Friday: 7:00 AM – 2:00 PM | Saturday: 7:00 AM – 2:00 PM | Sunday: 8:00 AM – 1:00 PM,"cafe, establishment, food, point_of_interest, store",2024.0,3.0,2024-03-27 23:39:22,Unknown,Unknown,
St Agnes Cafe,ChIJgcaeBKu0sGoR6lv-gQxkngU,"1244 North East Road, St Agnes SA 5097, Australia",Saint Agnes,5097,SA,-34.821746,138.71648,(08) 7230 3015,,https://www.google.com/maps/place/?q=place_id:ChIJgcaeBKu0sGoR6lv-gQxkngU,4.1,136.0,2.0,Monday: 8:00 AM – 5:00 PM | Tuesday: 8:00 AM – 5:00 PM | Wednesday: 8:00 AM – 5:00 PM | Thursday: 8:00 AM – 5:00 PM | Friday: 8:00 AM – 5:00 PM | Saturday: 8:00 AM – 5:00 PM | Sunday: 9:00 AM – 4:00 PM,"cafe, establishment, food, point_of_interest, restaurant, store",2025.0,7.0,2025-07-12 01:36:48,Unknown,Unknown,
Scootz Cafe West Beach,ChIJIXvE4cLEsGoRi8Lxk2bQEN0,"703 Burbridge Rd, West Beach SA 5024, Australia",West Beach,5024,SA,-34.9368912,138.5051141,(08) 8356 5146,,https://www.google.com/maps/place/?q=place_id:ChIJIXvE4cLEsGoRi8Lxk2bQEN0,4.4,143.0,2.0,Monday: 8:00 AM – 2:00 PM | Tuesday: 8:00 AM – 2:00 PM | Wednesday: 8:00 AM – 2:00 PM | Thursday: 8:00 AM – 2:00 PM | Friday: 8:00 AM – 2:00 PM | Saturday: 8:00 AM – 1:00 PM | Sunday: 9:00 AM – 1:00 PM,"cafe, establishment, food, point_of_interest, restaurant, store",2016.0,11.0,2016-11-27 22:03:08,Unknown,Unknown,
